date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:54:48	150565/150565	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d270-24c25%22	https://templates.hibootstrap.com/sanu/default/assets/images/page-banner/page-bnner-1.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/page-banner/page-bnner-1.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:54:50	276794/276794	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d256-4393a%22	https://templates.hibootstrap.com/sanu/default/assets/images/admission/admission-3.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/admission/admission-3.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:54:50	193745/193745	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d270-2f4d1%22	https://templates.hibootstrap.com/sanu/default/assets/images/page-banner/page-bnner-2.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/page-banner/page-bnner-2.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:54:52	1058/1058	---M--	200	added ('OK')	image/png	etag:%2264f6d211-422%22	https://templates.hibootstrap.com/sanu/default/assets/images/night.png	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/night.png	(from https://templates.hibootstrap.com/sanu/default/assets/css/dark.css)
15:54:52	760/760	---M--	200	added ('OK')	image/png	etag:%2264f6d210-3c9%22	https://templates.hibootstrap.com/sanu/default/assets/images/sunny.png	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/sunny.png	(from https://templates.hibootstrap.com/sanu/default/assets/css/dark.css)
15:54:54	79939/79939	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d26c-13843%22	https://templates.hibootstrap.com/sanu/default/assets/images/alumni/alumni-7.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/alumni/alumni-7.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:54:54	126137/126137	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d252-1ecb9%22	https://templates.hibootstrap.com/sanu/default/assets/images/campus-life/campus-life-4.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/campus-life/campus-life-4.jpg	(from https://templates.hibootstrap.com/sanu/default/campus-life.html)
15:54:56	80522/80522	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d253-13a8a%22	https://templates.hibootstrap.com/sanu/default/assets/images/campus-life/campus-life-5.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/campus-life/campus-life-5.jpg	(from https://templates.hibootstrap.com/sanu/default/campus-life.html)
15:54:57	71235/71235	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d253-11643%22	https://templates.hibootstrap.com/sanu/default/assets/images/campus-life/campus-life-6.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/campus-life/campus-life-6.jpg	(from https://templates.hibootstrap.com/sanu/default/campus-life.html)
15:54:58	106392/106392	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d275-19f98%22	https://templates.hibootstrap.com/sanu/default/assets/images/stundent-life/student-life-1.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/stundent-life/student-life-1.jpg	(from https://templates.hibootstrap.com/sanu/default/campus-life.html)
